5085101906, 6, 6, 6, 6, 0, 3, 0, 5, 6
5080151806, 6, 6, 6, 6, 0, 3, 0, 5, 6
5075201706, 6, 6, 6, 6, 0, 3, 0, 5, 6
5071241606, 6, 6, 6, 6, 0, 3, 0, 5, 6
5069261706, 6, 6, 6, 6, 0, 3, 0, 5, 6
6070261400, 6, 1, 5, 2, 4, 5, 7, 0, 5
8071251105, 2, 3, 3, 6, 4, 5, 4, 3, 5
8065271105, 2, 3, 3, 6, 4, 5, 4, 3, 5
1006529915, 1, 4, 6, 2, 4, 6, 7, 1, 0
1136231815, 7, 1, 7, 3, 6, 5, 7, 1, 4
1135931915, 7, 1, 7, 3, 6, 5, 7, 1, 4
11360301015, 7, 1, 7, 3, 6, 5, 7, 1, 4
9359321315, 7, 1, 7, 3, 6, 5, 7, 1, 4
10358341216, 6, 7, 4, 3, 2, 0, 4, 4, 78,0,214,12,12,0,6 6 3 5 1,
9,0,209,18,9,0,6 6 3 5 1,
9,0,209,18,9,0,6 6 3 5 1,
10,0,196,30,7,0,6 6 3 5 1,
10,0,188,36,6,0,6 6 3 5 1,
10,0,182,42,5,0,6 6 3 5 1,
10,0,177,48,4,0,6 6 3 5 1,
9,7,172,53,4,0,6 6 3 5 1,
9,7,172,53,4,0,6 6 3 5 1,
8,6,169,57,4,0,6 6 3 5 1,
7,7,171,56,3,0,6 6 3 5 1,
7,7,171,56,3,0,6 6 3 5 1,
7,7,171,56,2,0,6 6 3 5 1,
4,10,174,56,3,0,1 3 3 3 4,
4,10,174,56,2,0,1 3 3 3 4,
4,10,174,56,2,0,1 3 3 3 4,
4,10,174,56,1,0,1 3 3 3 4,
2,11,176,56,1,0,2 4 7 6 1,
2,11,176,56,0,0,2 4 7 6 1,
2,11,176,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
0,11,178,56,0,0,2 4 7 6 1,
8,0,214,12,12,0,5 0 7 2 5,
8,0,209,17,11,0,5 0 7 2 5,
8,0,204,22,10,0,5 0 7 2 5,
9,0,199,28,8,0,5 0 7 2 5,
9,0,191,34,7,0,5 0 7 2 5,
9,0,186,39,7,0,5 0 7 2 5,
9,0,184,42,7,0,5 0 7 2 5,
9,0,180,46,7,0,5 0 7 2 5,
9,0,175,50,7,0,5 0 7 2 5,
9,0,171,55,6,0,5 0 7 2 5,
9,0,171,55,6,0,5 0 7 2 5,
8,10,171,55,6,0,5 0 7 2 5,
8,10,171,55,6,0,5 0 7 2 5,
8,10,170,56,7,0,5 0 7 2 5,
8,10,171,55,6,0,5 0 7 2 5,
8,10,171,55,6,0,5 0 7 2 5,
8,10,171,55,7,0,5 0 7 2 5,
7,11,172,55,7,0,5 0 7 2 5,
19,0,279,12,10,0,4 7 3 0 3,
7,11,172,55,6,0,5 0 7 2 5,
19,0,279,12,10,0,4 7 3 0 3,
7,11,172,55,6,0,5 0 7 2 5,
20,0,271,17,9,0,4 7 3 0 3,
5,15,174,55,8,0,5 0 7 2 5,
20,0,265,22,8,0,4 7 3 0 3,
5,15,175,54,9,0,5 0 7 2 5,
20,0,262,25,8,0,4 7 3 0 3,
5,15,175,54,8,0,5 0 7 2 5,
20,3,259,29,7,0,4 7 3 0 3,
4,16,177,53,10,0,3 7 3 6 7,
20,3,252,34,6,0,4 7 3 0 3,
4,16,177,53,10,0,3 7 3 6 7,
20,3,252,34,6,0,4 7 3 0 3,
